DNGid,uid,level,text,ref,links,active,derived,header,normative,reviewed,group
199897,ZEP178,12.3.8,"Log levels shall be for example error, info, debug or warning.",,,TRUE,,Log Levels,TRUE,TRUE,Logging
199895,ZEP179,12.3.9,The logging system shall provide the possibility for applications to check the current active severity level.,,,TRUE,,Severity level check for applications by logging system,TRUE,TRUE,Logging
199369,ZEP180,12.4,The logging system shall support multiple logging backends,,,TRUE,,Multiple Backend Logging Support,FALSE,TRUE,Logging
199885,ZEP181,12.4.1,The logging subsystem shall support output to the system console ,,,TRUE,,Support output to system console for logging subsystem,TRUE,TRUE,Logging
199884,ZEP182,12.4.2,The logging subsystem shall support a UART backend,,,TRUE,,Logging subsystem UART backend support,TRUE,TRUE,Logging
199373,ZEP183,12.5,The operating system shall support a dedicated thread for logging,,,TRUE,,Dedicated Logging Thread Support,FALSE,TRUE,Logging
199899,ZEP184,12.5.1,The logging system shall be able to process all logging activities using a dedicated thread,,,TRUE,,Dedicated thread for processing logging activities,TRUE,TRUE,Logging
199370,ZEP185,12.6,The logging system shall support filtering,,,TRUE,,Logging Filtering Support,FALSE,TRUE,Logging
199887,ZEP186,12.6.1,Logging shall support dropping old messages to save memory,,,TRUE,,Dropping old messages in logging,TRUE,TRUE,Logging
199888,ZEP187,12.6.2,The logging system shall support run-time filtering on a per module instance level,,,TRUE,,Run-time filtering support in the logging system,TRUE,TRUE,Logging
199886,ZEP188,12.6.3,The logging system shall support compile-time filtering on a per module basis,,,TRUE,,Logging compile-time filtering support,TRUE,TRUE,Logging
199094,ZEP189,13,Mailbox,,,TRUE,,,FALSE,TRUE,Mailbox
199327,ZEP190,13.1,The kernel shall support a mailbox abstraction to enable targeted message passing between threads.,,,TRUE,,Mailbox Abstraction,FALSE,TRUE,Mailbox
199685,ZEP191,13.1.1,The kernel shall provide a kernel object that provides enhanced message queue capabilities that go beyond the capabilities of a message queue object. ,,,TRUE,,Enhanced message queue ,TRUE,TRUE,Mailbox
199688,ZEP192,13.2.2,The kernel shall allow mailbox messages to be exchanged synchronously or asynchronously.,,,TRUE,,Exchanging mailbox messages synchronously or asynchronously,TRUE,TRUE,Mailbox
199690,ZEP193,13.2.3,"The kernel shall allow the sending thread to specify the address of the thread to which the message is sent, or send it to any thread",,,TRUE,,Specifying thread address for sending messages,TRUE,TRUE,Mailbox
199684,ZEP194,13.2.4,An application shall be able to define any number of mailboxes.,,,TRUE,,Application definition mailboxes,TRUE,TRUE,Mailbox
199689,ZEP195,13.2.5,Messages exchanged shall be tagged with the identity of the sending thread. ,,,TRUE,,Tagging identity of exchanged messages,TRUE,TRUE,Mailbox
199686,ZEP196,13.2.6,A mailbox allows threads to send and receive messages of any size synchronously or asynchronously.,,,TRUE,,Sending and receiving synchronous or asynchronous messages,TRUE,TRUE,Mailbox
199687,ZEP197,13.2.7,The kernel shall provide a mechanism for defining and initializing mailboxes at compile time,,,TRUE,,Defining and initializing mailboxes at compile time,TRUE,TRUE,Mailbox
199107,ZEP198,14,Memory Protection,,,TRUE,,,FALSE,TRUE,Memory Protection
199352,ZEP199,14.1,System calls must be able to safely accept c strings passed in from user mode,,,TRUE,,Safe C Strings in User Mode,FALSE,TRUE,Memory Protection
199823,ZEP200,14.1.1,"A system call handler must be able to safely inspect an untrusted C string passed in from a user thread and determine its length, up to a specified limit.",,,TRUE,,Inspecting an untrusted C string from user thread,TRUE,TRUE,Memory Protection
199822,ZEP201,14.1.2,The OS shall support passing limited size null terminated c strings to a system call handler. ,,,TRUE,,Passing limited size null terminated C strings,TRUE,TRUE,Memory Protection
199356,ZEP202,14.2,The system shall provide system calls to allow user mode threads to perform priviledged operations ,,,TRUE,,Performing Privileged Operations in User Mode,FALSE,TRUE,Memory Protection
199831,ZEP203,14.2.1,The kernel shall safety handle invocations of unimplemented system calls or invalid system call IDs.,,,TRUE,,Handling invocations of unimplemented system calls,TRUE,TRUE,Memory Protection
199833,ZEP204,14.2.2,"Upon exit of a system call back to the calling thread, the kernel shall scrub CPU registers of any sensitive data.",,,TRUE,,Scrub CPU registers for sensitive data,TRUE,TRUE,Memory Protection
199832,ZEP205,14.2.3,"The kernel shall handle system calls on a separate, private stack which is not accessible to the calling thread.",,,TRUE,,Handling system calls on a separate private stack,TRUE,TRUE,Memory Protection
199354,ZEP206,14.3,The system shall support a boot time memory access policy,,,TRUE,,Boot Time Memory Access Policy,FALSE,TRUE,Memory Protection
199829,ZEP207,14.3.1,The system shall allow for the definitions of boot-time memory regions whose permission attributes apply to all threads.,,,TRUE,,Definition of boot-time memory regions,TRUE,TRUE,Memory Protection
199349,ZEP208,14.4,Zephyr shall support assigning a memory pool to act as that thread's resource pool. This pool will be used to draw dynamic memory on behalf of kernel APIs that require it for private data.,,,TRUE,,Assigning Memory Pools to Thread Resource Pool,FALSE,TRUE,Memory Protection
199791,ZEP209,14.4.1,Zephyr shall support assigning the common system heap as its memory pool.,,,TRUE,,Common system heap,TRUE,TRUE,Memory Protection
199794,ZEP210,14.4.2,The kernel shall support freeing memory drawn from a thread's resource pool. ,,,TRUE,,Freeing memory drawn,TRUE,TRUE,Memory Protection
199793,ZEP211,14.4.3,The kernel shall provide a thread resource pool for system call handlers or kernel APIs. ,,,TRUE,,Thread resource pools,TRUE,TRUE,Memory Protection
199792,ZEP212,14.4.4,A child thread shall inherit the resource pool assignment of their parent.,,,TRUE,,Child thread inheritance,TRUE,TRUE,Memory Protection
199355,ZEP213,14.5,The system shall support detection of stack overflows,,,TRUE,,Stack Overflow Detection,FALSE,TRUE,Memory Protection
199830,ZEP214,14.5.1,The system shall provide an optional mechanism to detect when supervisor mode threads overflow their stack memory buffer. No guarantees about the integrity of kernel  memory when this occurs can be made.,,,TRUE,,Mechanism for detecting supervisor thread overflow,TRUE,TRUE,Memory Protection
199350,ZEP215,14.6,Zephyr shall have facilities for granting threads access to specific memory,,,TRUE,,Thread Access to Specific Memory,FALSE,TRUE,Memory Protection
199800,ZEP216,14.6.1,Access to memory domain APIs must be restricted to supervisor threads only.,,,TRUE,,Memory Domain API access,TRUE,TRUE,Memory Protection
199805,ZEP217,14.6.2,"The system shall automatically determine application memory partition base addresses and sizes at build time, determined by their contents.",,,TRUE,,Determining application memory partition,TRUE,TRUE,Memory Protection
199809,ZEP218,14.6.3,The system shall ensure application memory partitions are automatically sized and aligned per the constraints of the platform's memory management hardware.,,,TRUE,,Application memory partition size and aliagnment,TRUE,TRUE,Memory Protection
199806,ZEP219,14.6.4,"The system shall support applications assigning global data and BSS variables to application memory partitions using annotation macros, distinguishing between data that is assigned at build time or simply zeroed.",,,TRUE,,Assigning global data and BSS variable to application memory partitions,TRUE,TRUE,Memory Protection
199802,ZEP220,14.6.5,The OS shall support removing a thread from its memory domain assignment.,,,TRUE,,Removing threads from memory domain,TRUE,TRUE,Memory Protection
199801,ZEP221,14.6.6,"The OS shall support adding a thread as a member to a single memory domain. When the thread is active, the thread shall have specified access to the partition definitions within the domain.",,,TRUE,,Adding thread as a member to a single memory domain,TRUE,TRUE,Memory Protection
199795,ZEP222,14.6.7,"The system shall support the definition of memory partitions. A memory partition consists of a starting address, a size, and a set of access attributes.",,,TRUE,,Definition of memory partitions,TRUE,TRUE,Memory Protection
199798,ZEP223,14.6.8,"When adding a partition to a memory domain, the system should assert that the starting address, size, and access attributes are compatible with the underlying memory management hardware",,,TRUE,,Adding a partition to a memory domain,TRUE,TRUE,Memory Protection
199803,ZEP224,14.6.9,"A memory domain may be destroyed, which removes all thread assignments to it.",,,TRUE,,Memory domain destruction,TRUE,TRUE,Memory Protection
199799,ZEP225,14.6.10,"When adding a partition to a memory domain, the system should assert that the underlying memory management hardware has free resources (such as MPU regions) to accommodate the added partition",,,TRUE,,Adding a partition to a memory domain,TRUE,TRUE,Memory Protection
199810,ZEP226,14.6.11,"The kernel shall support subsystem libraries which contain their own global data and place their globals in a named application memory partition which is exposed in a header file, so that threads using the library can add the partition to their memory domain.",,,TRUE,,Subsystem library support,TRUE,TRUE,Memory Protection
199807,ZEP227,14.6.12,"The system shall provide means to obtain the names of the data and BSS sections related to a particular application memory partition at build time, for APIs which take a destination section as an argument.",,,TRUE,,Obtaining names of data and BSS sections,TRUE,TRUE,Memory Protection
199796,ZEP228,14.6.13,"The system shall support the definition of memory domains. A memory domain is a set of memory partitions, up to some limit configured at build time.",,,TRUE,,Memory Domain Definition,TRUE,TRUE,Memory Protection
199804,ZEP229,14.6.14,Child threads shall inherit the memory domain assignment of their parent.,,,TRUE,,Child thread memory domain inheritance,TRUE,TRUE,Memory Protection
199808,ZEP230,14.6.15,The kernel shall support adding application memory partitions to memory domains like any other memory partition.,,,TRUE,,Adding application memory partitions to memory domains,TRUE,TRUE,Memory Protection
199797,ZEP231,14.6.16,"When adding a partition to a memory domain, the system should assert that it does not overlap with any other partitions in the domain.",,,TRUE,,Adding a partition to a memory domain,TRUE,TRUE,Memory Protection
199351,ZEP232,14.7,The system shall track kernel objects that are used by user mode threads,,,TRUE,,Track Kernel Objects by User Mode Threads,FALSE,TRUE,Memory Protection
199818,ZEP233,14.7.1,"The OS shall support child thread inheritance of object permissions of the parent thread at creation time, except the parent thread object itself.",,,TRUE,,Child inheritance of object permissions,TRUE,TRUE,Memory Protection
199817,ZEP234,14.7.2,"A thread may be granted permission on a kernel object. If the caller is a user thread, the caller must already have permission on the thread object being granted access, and the target object.",,,TRUE,,Thread permissions on a kernel object,TRUE,TRUE,Memory Protection
199821,ZEP235,14.7.3,"The OS shall support supervisor threads granting kernel objects public status, allowing all threads to have access to them. ",,,TRUE,,Supervisor thread support,TRUE,TRUE,Memory Protection
199812,ZEP236,14.7.4,"A subset of kernel object types may be dynamically allocated by threads, drawing memory from the calling thread's resource pool. If access to the object is tracked by the permission system, the requestor thread will implicitly be assigned permission on the allocated object.",,,TRUE,,Object types may be dynamically allocated by threads,TRUE,TRUE,Memory Protection
199814,ZEP237,14.7.5,"Dynamically allocated kernel objects whose access is controlled by the permission system will use object permission as a reference count. If no threads have access to an object, that object may have any associated cleanup operations implicitly performed, and the object's memory released back to its originiating resource pool.",,,TRUE,,Using object permission as a reference count,TRUE,TRUE,Memory Protection
199820,ZEP238,14.7.6,The OS shall support freeing Kernel objects allocated at runtime manually by supervisor threads.,,,TRUE,,Freeing kernel objects at runtime,TRUE,TRUE,Memory Protection
199815,ZEP239,14.7.7,Kernel objects which contain private kernel data within their associated data structures must be located within private kernel memory and system call access to these objects must be tracked with the kernel object permission system.,,,TRUE,,Private kernel data,TRUE,TRUE,Memory Protection
199811,ZEP240,14.7.8,"For all kernel objects which are accessible via system calls, the system must be able to associate kernel object memory addresses with whether the calling thread has access to the object, that the object is of the expected type, and the object is of the expected initialization state.",,,TRUE,,Associate kernel object memory addresses ,TRUE,TRUE,Memory Protection
199813,ZEP241,14.7.9,"Kernel objects may be statically allocated at build time, without requiring any manual registration by the end user.",,,TRUE,,Statically allocating kernel objects at build time,TRUE,TRUE,Memory Protection
199819,ZEP242,14.7.10,The OS shall support revoking permission on a kernel object. User threads may only revoke their own access to an object.,,,TRUE,,Revoking permissions on a kernel object,TRUE,TRUE,Memory Protection
199816,ZEP243,14.7.11,The OS shall support locating kernel objects which do not contain private kernel data (such as futexes) anywhere in memory and control access with the memory domain configuration.,,,TRUE,,Locating kernel objects without private kernel data,TRUE,TRUE,Memory Protection
199353,ZEP244,14.8,System calls define handler functions which validate all the inputs passed in from user mode before invoking the implementation function,,,TRUE,,Defining Handler Functions,FALSE,TRUE,Memory Protection
199825,ZEP245,14.8.1,The kernel shall provide means for a system call handler to determine whether the caller has appropriate access permissions on an untrusted pointer/size passed in.,,,TRUE,,Appropriate access permissions for a system call,TRUE,TRUE,Memory Protection
199827,ZEP246,14.8.2,"The kernel will fail system calls on kernel objects that track thread permissions, on threads that do not have permission granted on the object.",,,TRUE,,Failed system calls on kernel objects,TRUE,TRUE,Memory Protection
199828,ZEP247,14.8.3,"When a system call handler elects to kill the calling thread, the kernel shall produce exception information which indicates the context where the faulting system call was made from user code.",,,TRUE,,Killing the calling thread by a system call handler,TRUE,TRUE,Memory Protection
199826,ZEP248,14.8.4,System call handler checks which do not return an error code to the caller must generate a fatal error instead if the check fails.,,,TRUE,,Generating fatal error,TRUE,TRUE,Memory Protection
199824,ZEP249,14.8.5,System call handlers for device driver subsystem APIs must check that the driver implements the particular API being called.,,,TRUE,,Checking drivers implements called API,TRUE,TRUE,Memory Protection
199357,ZEP250,14.9,The system shall allow the creation of threads that run in reduced privilege level ,,,TRUE,,Reduced Privilege Thread Creation,FALSE,TRUE,Memory Protection
199837,ZEP251,14.9.1,The kernel shall prevent user threads creating new threads from using thread or thread stack objects which are in an initialized (in-use) state.,,,TRUE,,User threads creating new threads,TRUE,TRUE,Memory Protection
199842,ZEP252,14.9.2,The kernel shall prevent user threads from creating supervisor threads.,,,TRUE,,Preventing user threads from creating supervisor threads,TRUE,TRUE,Memory Protection
199838,ZEP253,14.9.3,"Upon thread exit, the kernel shall mark the exiting thread and thread stack objects as un-initialized.",,,TRUE,,Unitilizaing exit thread and thread stack objects,TRUE,TRUE,Memory Protection
199834,ZEP254,14.9.4,The kernel shall provide a means for a thread running in supervisor mode to perform a one-way operation to drop privileges to user mode. Any sensitive data on the stack must be scrubbed.,,,TRUE,,Supervisor mode privilege drop,TRUE,TRUE,Memory Protection
199841,ZEP255,14.9.5,The kernel shall provide all threads read/write access to their own stack memory buffer.,,,TRUE,,Read/write access ,TRUE,TRUE,Memory Protection
199840,ZEP256,14.9.6,The kernel shall prevent user threads from creating new threads that are higher priority than the caller.,,,TRUE,,User thread creating new threads,TRUE,TRUE,Memory Protection
199835,ZEP257,14.9.7,The kernel shall provide new user threads access to their own thread object.,,,TRUE,,Access to thread objects,TRUE,TRUE,Memory Protection
199836,ZEP258,14.9.8,The kernel shall ensure user threads creating new threads have permission on the target thread and thread stack objects. These objects shall be marked as initialized if the creation succeeds.,,,TRUE,,User threads creating new threads,TRUE,TRUE,Memory Protection
199839,ZEP259,14.9.9,The kernel shall validate that new threads' stack sizes are not larger than the target thread stack object capacity.,,,TRUE,,Validating new threads' stack sizes,TRUE,TRUE,Memory Protection
199095,ZEP260,15,Message Queue,,,TRUE,,,FALSE,TRUE,Message Queue
199328,ZEP261,15.1,"The kernel shall provide a kernel object that implements a simple message queue, allowing threads and ISRs to asynchronously send and receive fixed-size data items.",,,TRUE,,Message Queue Kernel Object,FALSE,TRUE,Message Queue
199693,ZEP262,15.1.1,The kernel shall provide a mechanism for defining and initializing message queues at compile time,,,TRUE,,Defining and initializing message queues at compile time,TRUE,TRUE,Message Queue
199696,ZEP263,15.1.2,The kernel shall block a thread when it reads from an empty message queue ,,,TRUE,,Blocking a thread from an empty message queue,TRUE,TRUE,Message Queue
199692,ZEP264,15.1.3,A data item can be received from a message queue by a thread.,,,TRUE,,Receiving data items,TRUE,TRUE,Message Queue
199694,ZEP265,15.1.4,The kernel shall support sending a data item to a message queue by a thread or an ISR.,,,TRUE,,Sending data item to a message queue,TRUE,TRUE,Message Queue
199691,ZEP266,15.1.5,An application shall be able to define any number of message queues,,,TRUE,,Application definition of message queues,TRUE,TRUE,Message Queue
199697,ZEP267,15.1.6,All blocking operations shall support providing a timeout defining the maximum time the thread will wait,,,TRUE,,Blocking operations,TRUE,TRUE,Message Queue
199695,ZEP268,15.1.7,The kernel shall support blocking a thread when it writes to a full message queue ,,,TRUE,,Blocking a thread from a full message queue,TRUE,TRUE,Message Queue
199105,ZEP269,16,Multiple CPU scheduling,,,TRUE,,,FALSE,TRUE,SMP
199346,ZEP270,16.1,The kernel shall provide a CPU mask mechanism for associating threads with specific CPUs,,,TRUE,,CPU Mask Mechanism,FALSE,TRUE,SMP
199779,ZEP271,16.1.1,Threads shall not be scheduled on CPUs outside their mask set.,,,TRUE,,Thread scheduling on CPUs,TRUE,TRUE,SMP
199778,ZEP272,16.1.2,The kernel shall provide a CPU mask mechanism to associate threads with a specific set of CPUs on which they will run.,,,TRUE,,CPU mask maechanism,TRUE,TRUE,SMP
199347,ZEP273,16.2,The kernel shall support operation on more than one physical CPU sharing the same kernel state,,,TRUE,,Operation on multiple CPU on same kernel state,FALSE,TRUE,SMP
199782,ZEP274,16.2.1,"The kernel shall support a compatible, global, recursive IRQ lock abstraction for the benefit of code written to uniprocessor synchronization.",,,TRUE,,"Compatible, global, recursive IRQ lock abstraction",TRUE,TRUE,SMP
199781,ZEP275,16.2.2,The kernel shall support an identical scheduling and priority API in SMP and uniprocessor modes,,,TRUE,,Identical scheduling and priority API,TRUE,TRUE,SMP
199780,ZEP276,16.2.3,Threads on a SMP kernel shall be able to execute symmetrically on any CPU in the system,,,TRUE,,Symmetric execution on any CPU,TRUE,TRUE,SMP
199345,ZEP277,16.3,The kernel shall provide a mechanism for mutual exclusion between multiple physical CPUs using a traditional spinlock primitive.,,,TRUE,,Traditional Spinlock Primitives,FALSE,TRUE,SMP
199776,ZEP278,16.3.1,Spinlocks in uniprocessor context should achieve mutual exclusion using interrupt masking,,,TRUE,,Mutual exclusion for spinlocks in uniprocessor contexts,TRUE,TRUE,SMP
199777,ZEP279,16.3.2,Spinlocks may be locked to provide mutual exclusion between multiple CPUs using atomic APIs,,,TRUE,,Locking spinlocks to provide mutual exclusion,TRUE,TRUE,SMP
199775,ZEP280,16.3.3,"The kernel shall support an arbitrary number of spinlocks, identified by their address, and initialized at either compile or run-time.",,,TRUE,,Spinlock support,TRUE,TRUE,SMP
200047,ZEP281,17,Mutex,,,TRUE,,,FALSE,TRUE,Mutex
199329,ZEP282,17.1,The kernel shall support a kernel object that implements a traditional reentrant mutex. A mutex shall allow multiple threads to safely share an associated hardware or software resource by ensuring mutually exclusive access to the resource.,,,TRUE,,Mutex Kernel Object,FALSE,TRUE,Mutex
199698,ZEP283,17.1.1,"The kernel shall support recursive mutexes.  A lock of a mutex already locked will succeed, and waiters will be unblocked only when the number of locks reaches zero.",,,TRUE,,Recursive mutexes,TRUE,TRUE,Mutex
199701,ZEP284,17.1.2,The thread that has locked a mutex shall be eligible for priority inheritance. This means the kernel will temporarily elevate the thread's priority if a higher priority thread begins waiting on the mutex.,,,TRUE,,Mutex priority inheritance,TRUE,TRUE,Mutex
199702,ZEP285,17.1.3,A mutex can be defined and initialized at compile time or run time,,,TRUE,,Defining and initializing mutexes ,TRUE,TRUE,Mutex
199700,ZEP286,17.1.4,The mutex lock operation shall accept a timeout parameter indicating the maximum amount of time the thread will wait,,,TRUE,,Mutex lock operations,TRUE,TRUE,Mutex
199699,ZEP287,17.1.5,An application shall be able to define any number of mutexes,,,TRUE,,Application definition of mutexes,TRUE,TRUE,Mutex
199096,ZEP288,18,Pipes,,,TRUE,,,FALSE,TRUE,Pipes
199330,ZEP289,18.1,The kernel shall provide a kernel object that allows a thread to send a byte stream to another thread. Pipes can be used to transfer sequences of bytes of data in whole or in part.,,,TRUE,,Pipe Kernel Object,FALSE,TRUE,Pipes
199707,ZEP290,18.1.1,The kernel shall support supplying a timeout parameter indicating the maximum amount of time a process will wait,,,TRUE,,Timeout parameter,TRUE,TRUE,Pipes
199706,ZEP291,18.1.12,The kernel shall provide a mechanism for defining and initializing pipes at run time,,,TRUE,,Defining and initializing pipes at run time,TRUE,TRUE,Pipes
199703,ZEP292,18.1.13,An application shall be able to define any number of pipes,,,TRUE,,Application definition of pipes,TRUE,TRUE,Pipes
199705,ZEP293,18.1.14,The kernel shall provide a mechanism for defining and initializing pipes at compile time,,,TRUE,,Defining and initializing pipes at compile time,TRUE,TRUE,Pipes
199704,ZEP294,18.1.15,The kernel shall support sending a kernel memory block into a pipe,,,TRUE,,Sending kernel memory blocks into a pipe,TRUE,TRUE,Pipes
199097,ZEP295,19,Poll,,,TRUE,,,FALSE,TRUE,Poll
199331,ZEP296,19.1,The kernel shall support a poll operation which enables waiting concurrently for any one of multiple conditions to be fulfilled.This allows a single thread to wait concurrently for one or more conditions to be fulfilled without actively looking at each one individually.,,,TRUE,,Poll Operation Support,FALSE,TRUE,Poll
199709,ZEP297,19.1.1,The kernel shall support queue data available events as waitable events in poll ,,,TRUE,,Queue data available events waitable events in poll,TRUE,TRUE,Poll
199708,ZEP298,19.1.2,The kernel shall support semaphore put events as waitable events in poll,,,TRUE,,Semaphore put events as waitable events,TRUE,TRUE,Poll
199711,ZEP299,19.1.3,The kernel shall support a single timeout argument indicating the maximum amount of time a thread shall wait in poll,,,TRUE,,Timeout argument,TRUE,TRUE,Poll
199710,ZEP300,19.1.4,The kernel shall support application-defined signals as waitable events in poll,,,TRUE,,Application-defined signals as waitable events,TRUE,TRUE,Poll
199114,ZEP301,20,Power Management,,,TRUE,,,FALSE,TRUE,Power Management
199389,ZEP302,20.1,The system shall provide control over and notification of changes to system power state,,,TRUE,,Power State Control,FALSE,TRUE,Power Management
199915,ZEP303,20.1.1,The system shall support notification of device drivers on changes to system power state ,,,TRUE,,Notification of device drivers to system power state changes,TRUE,TRUE,Power Management
199914,ZEP304,20.1.2,The system shall provide a timeout parameter to the idle routine indicating the amount of time guaranteed to expire before the next timeout,,,TRUE,,Timeout Parameter to the idle routine,TRUE,TRUE,Power Management
199917,ZEP305,20.1.3,The system shall provide a mechanism to the application to suppress system power state transitions ,,,TRUE,,Mechanism to suppress system power state transitions,TRUE,TRUE,Power Management
199912,ZEP306,20.1.4,The system shall provide  notification of changes to system power state,,,TRUE,,Notification of changes to system power state,TRUE,TRUE,Power Management
199913,ZEP307,20.1.5,The system shall provide a global idle routine executed when no other work is available ,,,TRUE,,Global idle routine,TRUE,TRUE,Power Management
199916,ZEP308,20.1.6,The system shall support control of power state ordering between subsystems and devices,,,TRUE,,Control of power state ordering,TRUE,TRUE,Power Management
199098,ZEP309,21,Queues,,,TRUE,,,FALSE,TRUE,Queues
199332,ZEP310,21.1,The kernel shall support a queue mechanism allowing threads to pass data elements in order ,,,TRUE,,Queue Mechanism for passing data elements,FALSE,TRUE,Queues
199714,ZEP311,21.1.1,An application shall be able to define any number of queues,,,TRUE,,Queue definition,TRUE,TRUE,Queues
199715,ZEP312,21.1.2,"The kernel shall provide a kernel object that implements a traditional Last In, First Out, or First In First Out queue, allowing threads and ISRs to add and remove data items of any size.",,,TRUE,,Kernel object for LIFO or FIFO,TRUE,TRUE,Queues
199712,ZEP313,21.1.3,The kernel shall provide a mechanism for defining and initializing queues at compile time,,,TRUE,,Defining and initializing queues at compile time,TRUE,TRUE,Queues
199713,ZEP314,21.1.4,"Kernel queues may have an unlimited number of items added to them without requiring allocation of kernel memory, the queue data structures shall be stored within the provided data items",,,TRUE,,Kernel queues items,TRUE,TRUE,Queues
199099,ZEP315,22,Scheduling,,,TRUE,,,FALSE,TRUE,Scheduling
199335,ZEP316,22.1,The kernel shall support preemption of a running thread by a higher priority thread,,,TRUE,,Preemption for Running Higher Priority Thread,FALSE,TRUE,Scheduling
199722,ZEP317,22.1.1,"The scheduler shall select the highest priority ready thread to be the current thread. By default, when multiple ready threads of the same priority exist, the scheduler shall choose the one that has been waiting longest.",,,TRUE,,Selecting the highest priority ready thread,TRUE,TRUE,Scheduling
199724,ZEP318,22.1.2,"A preemptable thread may be supplanted at any time if a cooperative thread, or a preemptable thread of higher or equal priority becomes ready.",,,TRUE,,Supplanting a preemptable thread,TRUE,TRUE,Scheduling
199723,ZEP319,22.1.3,A preemptive thread that does not wish to be preempted shall be able to lock the scheduler to temporarily treat it as cooperative thread.,,,TRUE,,Temporary treatment of a preemptive thread to a cooperative thread.,TRUE,TRUE,Scheduling
199337,ZEP320,22.2,The kernel shall organize running threads into a fixed list of numeric priorities,,,TRUE,,Organizing running threads,FALSE,TRUE,Scheduling
199731,ZEP321,22.2.1,"The kernel shall support deadline scheduling, where threads with the same static priority are sorted according to the nearness of their ""deadline"" times.",,,TRUE,,Deadline scheduling ,TRUE,TRUE,Scheduling
199729,ZEP322,22.2.2,The kernel shall support an arbitrary number of thread priority levels.,,,TRUE,,Thread priority level support,TRUE,TRUE,Scheduling
199730,ZEP323,22.2.3,Thread priority shall be able to be expressed in integer values,,,TRUE,,Integer thread priority values,TRUE,TRUE,Scheduling
199732,ZEP324,22.2.4,The kernel shall provide an idle thread at the lowest possible priority for power management tasks when nothing else is available to run,,,TRUE,,Power management idle thread,TRUE,TRUE,Scheduling
199334,ZEP325,22.3,The kernel shall support thread priorities which cannot be preempted by other user threads  ,,,TRUE,,Thread priority support for un-preemptible threads,FALSE,TRUE,Scheduling
199719,ZEP326,22.3.1,A cooperative thread shall be able to voluntarily yield the CPU to permit other threads or equal or higher priority to execute.,,,TRUE,,Voluntarily yielding the CPU,TRUE,TRUE,Scheduling
199720,ZEP327,22.3.2,Time slice size shall be able to be changed while application is running.,,,TRUE,,Changing time slice size,TRUE,TRUE,Scheduling
199721,ZEP328,22.3.3,"The kernel shall support cooperative threading, a cooperative thread remains the current thread until it performs an action that makes it unready.",,,TRUE,,Cooperative Threading,TRUE,TRUE,Scheduling
199336,ZEP329,22.4,The kernel shall support runtime control of scheduler state,,,TRUE,,Runtime control of scheduler state,FALSE,TRUE,Scheduling
199727,ZEP330,22.4.1,A thread shall be able to delay its processing and sleep for at least a specififed time period during which other ready threads can execute.,,,TRUE,,Delay thread processing and sleep,TRUE,TRUE,Scheduling
199726,ZEP331,22.4.2,A thread shall be able to busy wait without yielding the CPU to another ready thread.,,,TRUE,,Busy Wait,TRUE,TRUE,Scheduling
199728,ZEP332,22.4.3,Thread priority shall be able to be altered up or down after the thread has been started.,,,TRUE,,Thread priority alteration,TRUE,TRUE,Scheduling
199725,ZEP333,22.4.4,The scheduler shall be able to wake up a sleeping thread from another thread.,,,TRUE,,Waking a sleeping thread from another thread,TRUE,TRUE,Scheduling
199333,ZEP334,22.5,The kernel shall support traditional time sharing of CPU resources among threads of the same priority,,,TRUE,,Traditional Time sharing of CPU resources,FALSE,TRUE,Scheduling
199716,ZEP335,22.5.1,Time slice size shall be configurable on a global basis,,,TRUE,,Time slice configuration,TRUE,TRUE,Scheduling
199718,ZEP336,22.5.2,A thread that has exhausted its time slice shall not run until other threads of the same priority have exhausted theirs ,,,TRUE,,Exhausting a time slice,TRUE,TRUE,Scheduling
199717,ZEP337,22.5.3,The scheduler shall support time-slicing with preemptable threads.,,,TRUE,,Time-slicing with preemptable threads,TRUE,TRUE,Scheduling
199115,ZEP338,23,Sensor Subsystem,,,TRUE,,,FALSE,TRUE,Sensor Subsystem
199391,ZEP339,23.1,The sensor interface shall support triggers.,,,TRUE,,Sensor interface Trigger Support,FALSE,TRUE,Sensor Subsystem
199923,ZEP340,23.1.1,"The system shall support different types of triggers, based on time, data availability, threshold, based on a delta value, near/far events and single/double tap.  ",,,TRUE,,Sensor subsystem trigger type support,TRUE,TRUE,Sensor Subsystem
199922,ZEP341,23.1.2,"The system shall allow configuration of runtime parameters in a sensor, for example threshold values for interrupts.",,,TRUE,,Sensor runtime parameter configuration,TRUE,TRUE,Sensor Subsystem
199390,ZEP342,23.2,The sensor interface shall support multiple channels,,,TRUE,,Sensor Interface Channel Support,FALSE,TRUE,Sensor Subsystem
199918,ZEP343,23.2.1,"A sensor shall support multiple channels, either to represent different axes of the same physical property or because they can measure different properties altogether",,,TRUE,,Multiple channel sensor support,TRUE,TRUE,Sensor Subsystem
199919,ZEP344,23.2.2,Sensors shall return results in a representation that avoids use of floating point values,,,TRUE,,Avoiding floating point values in sensor results,TRUE,TRUE,Sensor Subsystem
199921,ZEP345,23.2.3,"The system shall allow configuration of bus and address at compile time, and if the sensor supports interrupts, the interrupt lines and triggering parameters should also be configured at compile time.",,,TRUE,,Bus and address configuration at compile time,TRUE,TRUE,Sensor Subsystem
